student_id,major,gpa,taken_subjects,interests
SV10039,Khoa học dữ liệu,7.9,"Lập trình Java, Cloud Computing - AWS/Azure, Lập trình hướng đối tượng, Phát triển game, Blockchain cơ bản, Xác suất thống kê, Phát triển phần mềm doanh nghiệp, Cyber Security nâng cao, Học sâu, Hệ điều hành, Quản lý dự án CNTT, An ninh mạng cơ bản, Internet of Things, Giáo dục thể chất, Phân tích và thiết kế hệ thống, Mạng máy tính, Machine Learning với TensorFlow, Xử lý ngôn ngữ tự nhiên, Mật mã học","Internet of Things, Cloud Computing, Big Data, Lập trình"
SV10040,An ninh mạng,8.4,"Xác suất thống kê, Học máy, Kỹ thuật phần mềm nâng cao, Phát triển ứng dụng web, Hệ thống phân tán, Lập trình C/C++, Phát triển ứng dụng di động, Mạng máy tính, DevOps và CI/CD, Kiểm thử phần mềm, Lập trình web nâng cao, Tin học cơ bản, An ninh mạng cơ bản, Giải tích, Phân tích và thiết kế hệ thống, Lập trình di động iOS/Android, Big Data và Hadoop, Cloud Computing - AWS/Azure, Phát triển phần mềm doanh nghiệp, Lập trình Python, Tiếng Anh chuyên ngành, Thiết kế giao diện người dùng","DevOps, Internet of Things, Trí tuệ nhân tạo, Blockchain"
SV10041,Răng - Hàm - Mặt,7.9,"Bệnh học ngoại khoa, Dược lâm sàng, Kỹ năng mềm, Y học cổ truyền, Tiếng Anh chuyên ngành, Giải tích, Tư duy logic và giải quyết vấn đề, Toán cao cấp, Tin học cơ bản, Miễn dịch học, Dược lý lâm sàng, Giáo dục quốc phòng - An ninh, Dinh dưỡng học, Giải phẫu học, Y học dự phòng, Bệnh học nội khoa, Tư tưởng Hồ Chí Minh, Hóa sinh y học, Sinh lý học, Xác suất thống kê, Triết học Mác-Lênin, Vi sinh y học, Bệnh học truyền nhiễm, Giáo dục thể chất, Dược lý học","Kể chuyện, Machine Learning, Phát triển web, Thơ ca"
SV10042,Kế toán,7.6,"Kỹ năng mềm, Tin học cơ bản, Ngân hàng thương mại, Kinh tế phát triển, Tư duy logic và giải quyết vấn đề, Marketing cơ bản, Kế toán tài chính, Kinh tế lượng, Giáo dục thể chất, Logistics, Thương mại điện tử, Quản trị nhân sự, Tư tưởng Hồ Chí Minh, Tài chính quốc tế, Kinh tế vi mô, Tài chính doanh nghiệp, Xác suất thống kê, Quản trị kinh doanh, Giáo dục quốc phòng - An ninh, Tiếng Anh chuyên ngành, Kế toán quản trị, Marketing số, Quản trị chiến lược, Kinh tế quốc tế, Chuỗi cung ứng, Toán cao cấp, Kinh tế vĩ mô","Bán hàng, Khởi nghiệp, Marketing số, Quản trị dự án"
SV10043,Âm nhạc học,7.4,"Tư duy logic và giải quyết vấn đề, Âm nhạc cổ điển phương Tây, Phân tích tác phẩm âm nhạc, Kỹ năng mềm, Giáo dục quốc phòng - An ninh, Xác suất thống kê, Lịch sử âm nhạc, Môn tự chọn 2, Tiếng Anh chuyên ngành, Môn tự chọn 1, Tư tưởng Hồ Chí Minh, Triết học Mác-Lênin, Giáo dục thể chất, Toán cao cấp, Tin học cơ bản, Giải tích, Âm nhạc dân gian Việt Nam, Soạn nhạc cơ bản, Hòa âm, Âm nhạc hiện đại, Biểu diễn nhạc cụ, Kỹ thuật thanh nhạc, Âm nhạc lý thuyết",Chơi nhạc cụ
SV10044,Sư phạm Lịch sử,6.2,"Tư duy logic và giải quyết vấn đề, Lịch sử Việt Nam hiện đại, Xác suất thống kê, Lịch sử Việt Nam cổ đại, Giáo dục thể chất, Phương pháp giảng dạy Lịch sử, Toán cao cấp, Kỹ năng mềm, Triết học Mác-Lênin, Tin học cơ bản","Nhiếp ảnh, Thiền, Đọc sách"
SV10045,Tài chính - Ngân hàng,7,"Giải tích, Triết học Mác-Lênin, Giáo dục quốc phòng - An ninh, Chuỗi cung ứng, Kinh tế phát triển, Kế toán quản trị, Kinh tế vi mô, Tư duy logic và giải quyết vấn đề, Kế toán tài chính, Kinh tế quốc tế, Quản trị chiến lược, Kỹ năng mềm, Tài chính doanh nghiệp, Thương mại điện tử, Tài chính quốc tế, Marketing cơ bản, Ngân hàng thương mại, Kinh tế lượng, Quản trị kinh doanh, Tư tưởng Hồ Chí Minh, Tin học cơ bản, Logistics, Marketing số, Quản trị nhân sự, Tiếng Anh chuyên ngành, Xác suất thống kê, Kinh tế vĩ mô, Giáo dục thể chất, Toán cao cấp","Kinh doanh quốc tế, Marketing số"
SV10046,Truyền thông đa phương tiện,7.2,"Lập trình Java, Tư duy logic và giải quyết vấn đề, Internet of Things, Thiết kế giao diện người dùng, DevOps và CI/CD, Phân tích và thiết kế hệ thống, Kỹ năng mềm, Học sâu, Hệ thống nhúng, Học máy, Hệ thống phân tán","Lập trình, Nhiếp ảnh, Robot học"
SV10047,Truyền thông đa phương tiện,8.8,"Thị giác máy tính, An toàn thông tin, Kỹ thuật phần mềm nâng cao, DevOps và CI/CD, Mạng máy tính, Hệ điều hành, Giáo dục quốc phòng - An ninh, Big Data và Hadoop, Lập trình di động iOS/Android, Phát triển ứng dụng web, Lập trình Java, Lập trình C/C++, Kiểm thử phần mềm, Học sâu, An ninh mạng cơ bản, Cloud Computing - AWS/Azure, Phát triển phần mềm doanh nghiệp, Xử lý ngôn ngữ tự nhiên, Lập trình web nâng cao, Phát triển ứng dụng di động, Toán cao cấp, Phát triển game","Big Data, DevOps, Blockchain"
SV10048,Kế toán,8,"Logistics, Kế toán tài chính, Quản trị chiến lược, Môn tự chọn 6, Marketing cơ bản, Chuỗi cung ứng, Môn tự chọn 2, Môn tự chọn 7, Toán cao cấp, Môn tự chọn 11, Thương mại điện tử, Tài chính quốc tế, Triết học Mác-Lênin, Kinh tế phát triển, Môn tự chọn 4, Kinh tế lượng, Tư tưởng Hồ Chí Minh, Kinh tế vĩ mô, Tài chính doanh nghiệp, Ngân hàng thương mại, Giáo dục quốc phòng - An ninh, Môn tự chọn 3, Môn tự chọn 1, Quản trị kinh doanh, Tư duy logic và giải quyết vấn đề, Tin học cơ bản, Kinh tế vi mô, Môn tự chọn 8, Kinh tế quốc tế, Môn tự chọn 10, Môn tự chọn 5, Marketing số, Giáo dục thể chất, Quản trị nhân sự, Môn tự chọn 9, Kỹ năng mềm, Kế toán quản trị, Xác suất thống kê, Giải tích, Tiếng Anh chuyên ngành","Đầu tư, Fintech, Khởi nghiệp, Kinh doanh quốc tế"
SV10049,Blockchain và Tiền mã hóa,5.9,"Giáo dục quốc phòng - An ninh, Cyber Security nâng cao, Phân tích và thiết kế hệ thống, Học máy, Lập trình web nâng cao, Phát triển phần mềm doanh nghiệp, Kỹ năng mềm, Hệ điều hành, Phát triển game, Lập trình Python, Lập trình di động iOS/Android, Cloud Computing - AWS/Azure, Học sâu, Lập trình hướng đối tượng, Machine Learning với TensorFlow, Mạng máy tính, Phát triển ứng dụng web, Kỹ thuật phần mềm nâng cao, Internet of Things, Thị giác máy tính, Cơ sở dữ liệu, Lập trình Java, Tư duy logic và giải quyết vấn đề, Giáo dục thể chất, Trí tuệ nhân tạo, An ninh mạng cơ bản, Thiết kế giao diện người dùng, Hệ thống phân tán, Hệ thống nhúng, Toán cao cấp, Quản lý dự án CNTT, An toàn thông tin, Tin học cơ bản, Tư tưởng Hồ Chí Minh, Triết học Mác-Lênin, Kiểm thử phần mềm","Game Development, Khoa học dữ liệu, Lập trình, Internet of Things"
SV10050,Hệ thống thông tin,8,"Lập trình di động iOS/Android, Hệ điều hành, Lập trình C/C++, Phát triển ứng dụng web, Lập trình hướng đối tượng, Kỹ thuật phần mềm nâng cao, Thị giác máy tính, Cloud Computing - AWS/Azure, Học sâu, Giải tích, Cơ sở dữ liệu, Tư tưởng Hồ Chí Minh, Trí tuệ nhân tạo, Học máy, Thiết kế giao diện người dùng, Big Data và Hadoop, Internet of Things, Phát triển phần mềm doanh nghiệp, Lập trình Python, Kiểm thử phần mềm, Giáo dục thể chất, Phát triển game, Xử lý ngôn ngữ tự nhiên, Lập trình Java, Triết học Mác-Lênin, An ninh mạng cơ bản","Trí tuệ nhân tạo, Machine Learning"
SV10051,Khoa học máy tính,7.3,"Phát triển phần mềm doanh nghiệp, Xác suất thống kê, Lập trình Java, Tin học cơ bản, Tư duy logic và giải quyết vấn đề, Phát triển game, Big Data và Hadoop, Mạng máy tính, Quản lý dự án CNTT, Giáo dục quốc phòng - An ninh, Lập trình Python, Lập trình di động iOS/Android, Tiếng Anh chuyên ngành, Giáo dục thể chất, Phát triển ứng dụng di động, An toàn thông tin, Hệ thống phân tán, Cloud Computing - AWS/Azure, Toán cao cấp, Kiểm thử phần mềm, Giải tích, Triết học Mác-Lênin, Internet of Things, Lập trình C/C++, Học sâu, Mật mã học, Cấu trúc dữ liệu và Giải thuật, Machine Learning với TensorFlow, Lập trình web nâng cao, Kỹ thuật phần mềm nâng cao, Lập trình hướng đối tượng, Thiết kế giao diện người dùng, Cyber Security nâng cao, DevOps và CI/CD, Tư tưởng Hồ Chí Minh, Kỹ năng mềm, Xử lý ngôn ngữ tự nhiên, Blockchain cơ bản, Hệ điều hành, Cơ sở dữ liệu","Machine Learning, Thiết kế UI/UX"
SV10052,Marketing,7,"Giáo dục quốc phòng - An ninh, Kinh tế vĩ mô, Tài chính quốc tế, Quản trị kinh doanh, Kế toán quản trị, Kinh tế quốc tế, Thương mại điện tử, Chuỗi cung ứng, Quản trị chiến lược, Tin học cơ bản",Bán hàng
SV10053,Ngôn ngữ Hàn Quốc,8.3,"Tiếng Anh chuyên ngành, Hangeul, Tư duy logic và giải quyết vấn đề, Tư tưởng Hồ Chí Minh, Tin học cơ bản, Giáo dục thể chất, Kỹ năng mềm, Môn tự chọn 1, Kỹ năng nghe nói tiếng Hàn, Xác suất thống kê, Triết học Mác-Lênin, Ngữ pháp tiếng Hàn, Lịch sử Hàn Quốc, Từ vựng tiếng Hàn, Giáo dục quốc phòng - An ninh, Giải tích, Môn tự chọn 3, Dịch Hàn-Việt, Tiếng Hàn thương mại, Môn tự chọn 4, Văn hóa Hàn Quốc, Ngữ âm học tiếng Hàn, Môn tự chọn 2, Toán cao cấp, K-pop và văn hóa đại chúng Hàn","Khoa học dữ liệu, Thơ ca"
SV10054,Kỹ thuật hóa học,8.7,"Kỹ thuật polymer, Ô nhiễm không khí, Kỹ năng mềm, Xác suất thống kê, Kỹ thuật phản ứng hóa học, Tiếng Anh chuyên ngành, Xử lý nước thải, Kỹ thuật nhiệt hóa học, Giáo dục thể chất, Tư tưởng Hồ Chí Minh, Toán cao cấp, Hóa học công nghiệp","Trí tuệ nhân tạo, Blockchain, Thiết kế UI/UX"
SV10055,Fintech,8.6,"Giải tích, Xác suất thống kê, Phát triển ứng dụng di động, Thiết kế giao diện người dùng, Tin học cơ bản, Thị giác máy tính, Mật mã học, Lập trình hướng đối tượng, Lập trình Python, Mạng máy tính, Giáo dục quốc phòng - An ninh, Học máy, Tiếng Anh chuyên ngành",Internet of Things
SV10056,Du lịch,6.9,"Mạng máy tính, Trí tuệ nhân tạo, Lập trình Python, DevOps và CI/CD, Phát triển ứng dụng web, Phát triển phần mềm doanh nghiệp, Xác suất thống kê, Cơ sở dữ liệu, Phân tích và thiết kế hệ thống, Thị giác máy tính, Machine Learning với TensorFlow, Triết học Mác-Lênin, Tin học cơ bản, Blockchain cơ bản, Thiết kế giao diện người dùng, Xử lý ngôn ngữ tự nhiên, Học sâu, Phát triển ứng dụng di động, Giải tích, Lập trình C/C++, Lập trình Java, Hệ thống nhúng, Giáo dục thể chất, Internet of Things, Học máy, Cloud Computing - AWS/Azure, Toán cao cấp, Giáo dục quốc phòng - An ninh, Lập trình di động iOS/Android, Tư tưởng Hồ Chí Minh, Kỹ thuật phần mềm nâng cao, Lập trình web nâng cao, Lập trình hướng đối tượng, Quản lý dự án CNTT, An toàn thông tin","Thiết kế UI/UX, Big Data, Blockchain, Machine Learning"
SV10057,Kiến trúc,7.4,"Vật liệu xây dựng, Xác suất thống kê, Thiết kế đô thị, Thiết kế kiến trúc nội thất, Giải tích, Quản lý dự án xây dựng, Tiếng Anh chuyên ngành, Kỹ năng mềm, Giáo dục thể chất, Toán cao cấp, Công trình ngầm, Tin học cơ bản, Tư duy logic và giải quyết vấn đề, Kết cấu bê tông cốt thép","Cyber Security, Lập trình"
SV10058,Sư phạm Toán,8,"Môn tự chọn 1, Môn tự chọn 8, Môn tự chọn 6, Bài tập toán nâng cao, Giải tích, Hình học giải tích, Giáo dục thể chất, Toán học ứng dụng, Tin học cơ bản, Phương pháp giảng dạy Toán, Tư duy logic và giải quyết vấn đề, Toán rời rạc, Môn tự chọn 14, Môn tự chọn 13, Môn tự chọn 3, Môn tự chọn 7, Xác suất thống kê, Toán cao cấp, Môn tự chọn 2, Đại số tuyến tính, Triết học Mác-Lênin, Môn tự chọn 4, Tư tưởng Hồ Chí Minh, Môn tự chọn 11, Môn tự chọn 5, Toán học sơ cấp, Môn tự chọn 9, Môn tự chọn 16, Giáo dục quốc phòng - An ninh, Tiếng Anh chuyên ngành, Kỹ năng mềm, Môn tự chọn 12, Môn tự chọn 10, Dạy học toán phổ thông, Lý thuyết số, Môn tự chọn 15","Khiêu vũ, Học ngoại ngữ, Vẽ tranh, Nhiếp ảnh"
SV10059,Dược học,8.7,"Dược lý học, Tư duy logic và giải quyết vấn đề, Toán cao cấp, Dinh dưỡng học, Sinh lý học, Giáo dục thể chất, Tin học cơ bản, Bệnh học nội khoa, Bệnh học ngoại khoa, Miễn dịch học, Giải phẫu học, Tư tưởng Hồ Chí Minh, Kỹ năng mềm, Xác suất thống kê, Vi sinh y học, Dược lâm sàng, Bệnh học truyền nhiễm, Y học dự phòng, Giải tích, Tiếng Anh chuyên ngành, Giáo dục quốc phòng - An ninh","Cloud Computing, Chơi nhạc cụ"
SV10060,Sư phạm Tin học,7.2,"Kỹ năng mềm, Xác suất thống kê, Môn tự chọn 9, Lập trình Python cho giáo viên, Môn tự chọn 1, Phần mềm giáo dục, Môn tự chọn 3, Môn tự chọn 13, Môn tự chọn 12, Môn tự chọn 6, Môn tự chọn 15, Triết học Mác-Lênin, Môn tự chọn 7, Môn tự chọn 14, Môn tự chọn 2, Công nghệ thông tin trong giáo dục, Giáo dục thể chất, Toán cao cấp, Phát triển bài giảng Tin học, Giáo dục kỹ năng số, Ứng dụng AI trong giảng dạy, Thiết kế khóa học trực tuyến, Lập trình Scratch cho học sinh, Dạy học Tin học phổ thông, Môn tự chọn 5, Tư duy logic và giải quyết vấn đề, Giải tích, Môn tự chọn 8, Lập trình cơ bản cho giáo viên, Môn tự chọn 4, An toàn mạng trong trường học, Môn tự chọn 10, Môn tự chọn 11, Phương pháp giảng dạy Tin học, Đánh giá học tập Tin học, Quản lý lớp học CNTT, Tiếng Anh chuyên ngành, Tin học cơ bản, Giáo dục quốc phòng - An ninh, Tư tưởng Hồ Chí Minh","Thiền, Đọc sách, Du lịch khám phá, Ẩm thực"
SV10061,Ngôn ngữ Hàn Quốc,7.5,"K-pop và văn hóa đại chúng Hàn, Lịch sử Hàn Quốc, Ngữ âm học tiếng Hàn, Hangeul, Giáo dục quốc phòng - An ninh, Văn hóa Hàn Quốc, Tin học cơ bản, Triết học Mác-Lênin, Tiếng Hàn thương mại, Giải tích, Tư tưởng Hồ Chí Minh, Toán cao cấp, Dịch Hàn-Việt, Xác suất thống kê","Trí tuệ nhân tạo, Diễn thuyết, Bán hàng, Vẽ tranh"
SV10062,Kỹ thuật xây dựng,6.6,"Kết cấu bê tông cốt thép, Giáo dục thể chất, Triết học Mác-Lênin, Thiết kế kiến trúc nội thất, Quản lý dự án xây dựng, Môn tự chọn 7, Kết cấu thép, Môn tự chọn 3, Xác suất thống kê, Môn tự chọn 11, Kỹ thuật địa kỹ thuật, Môn tự chọn 15, Tư tưởng Hồ Chí Minh, Môn tự chọn 10, Toán cao cấp, Giáo dục quốc phòng - An ninh, Môn tự chọn 12, Kiến trúc cảnh quan, Kỹ thuật xây dựng, Tin học cơ bản, Cơ sở hạ tầng đô thị, Kỹ năng mềm, Cầu và đường, Môn tự chọn 14, Môn tự chọn 5, Môn tự chọn 6, Công trình ngầm, Tiếng Anh chuyên ngành, Tư duy logic và giải quyết vấn đề, Môn tự chọn 13, Môn tự chọn 9, Môn tự chọn 8, Giải tích, Môn tự chọn 1, Môn tự chọn 4, Môn tự chọn 2, Vật liệu xây dựng, Thiết kế đô thị","Thiết kế UI/UX, Robot học, Blockchain"
